"plot","year","record_id","corner","scale","richness","easting","northing","slope","ph","yrsslb"
222,2009,1192,2,10,49,729000,4077000,2,6.3,3.25
222,2009,1193,3,10,47,729000,4077000,2,6.3,3.25
222,2009,1194,4,10,47,729000,4077000,2,6.3,3.25
222,2009,1195,1,1,21,729000,4077000,2,6.3,3.25
222,2009,1196,2,1,23,729000,4077000,2,6.3,3.25
222,2009,1197,3,1,28,729000,4077000,2,6.3,3.25
222,2009,1198,4,1,19,729000,4077000,2,6.3,3.25
222,2009,1199,1,0.1,10,729000,4077000,2,6.3,3.25
222,2009,1200,2,0.1,12,729000,4077000,2,6.3,3.25
222,2009,1201,3,0.1,10,729000,4077000,2,6.3,3.25
222,2009,1202,4,0.1,7,729000,4077000,2,6.3,3.25
222,2009,1203,1,0.01,3,729000,4077000,2,6.3,3.25
222,2009,1204,2,0.01,2,729000,4077000,2,6.3,3.25
222,2009,1205,3,0.01,2,729000,4077000,2,6.3,3.25
222,2009,1206,4,0.01,1,729000,4077000,2,6.3,3.25
226,1998,1207,NA,100,58,729000,4078000,4,5.8,3.22
226,1998,1208,1,10,31,729000,4078000,4,5.8,3.22
226,1998,1209,2,10,28,729000,4078000,4,5.8,3.22
226,1998,1210,3,10,33,729000,4078000,4,5.8,3.22
226,1998,1211,4,10,33,729000,4078000,4,5.8,3.22
226,1998,1212,1,1,21,729000,4078000,4,5.8,3.22
226,1998,1213,2,1,16,729000,4078000,4,5.8,3.22
226,1998,1214,3,1,17,729000,4078000,4,5.8,3.22
226,1998,1215,4,1,15,729000,4078000,4,5.8,3.22
226,1998,1216,1,0.1,8,729000,4078000,4,5.8,3.22
226,1998,1217,2,0.1,7,729000,4078000,4,5.8,3.22
226,1998,1218,3,0.1,9,729000,4078000,4,5.8,3.22
226,1998,1219,4,0.1,7,729000,4078000,4,5.8,3.22
226,1998,1220,1,0.01,2,729000,4078000,4,5.8,3.22
226,1998,1221,2,0.01,2,729000,4078000,4,5.8,3.22
226,1998,1222,3,0.01,3,729000,4078000,4,5.8,3.22
226,1998,1223,4,0.01,4,729000,4078000,4,5.8,3.22
226,1999,1224,NA,100,62,729000,4078000,4,5.8,4.18
226,1999,1225,1,10,33,729000,4078000,4,5.8,4.18
226,1999,1226,2,10,37,729000,4078000,4,5.8,4.18
226,1999,1227,3,10,31,729000,4078000,4,5.8,4.18
226,1999,1228,4,10,38,729000,4078000,4,5.8,4.18
226,1999,1229,1,1,18,729000,4078000,4,5.8,4.18
226,1999,1230,2,1,17,729000,4078000,4,5.8,4.18
226,1999,1231,3,1,15,729000,4078000,4,5.8,4.18
226,1999,1232,4,1,16,729000,4078000,4,5.8,4.18
226,1999,1233,1,0.1,9,729000,4078000,4,5.8,4.18
226,1999,1234,2,0.1,6,729000,4078000,4,5.8,4.18
226,1999,1235,3,0.1,5,729000,4078000,4,5.8,4.18
226,1999,1236,4,0.1,8,729000,4078000,4,5.8,4.18
226,1999,1237,1,0.01,3,729000,4078000,4,5.8,4.18
226,1999,1238,2,0.01,2,729000,4078000,4,5.8,4.18
226,1999,1239,3,0.01,3,729000,4078000,4,5.8,4.18
226,1999,1240,4,0.01,3,729000,4078000,4,5.8,4.18
226,2000,1241,NA,100,73,729000,4078000,4,6,0.53
226,2000,1242,1,10,45,729000,4078000,4,6,0.53
226,2000,1243,2,10,45,729000,4078000,4,6,0.53
226,2000,1244,3,10,45,729000,4078000,4,6,0.53
226,2000,1245,4,10,46,729000,4078000,4,6,0.53
226,2000,1246,1,1,31,729000,4078000,4,6,0.53
226,2000,1247,2,1,25,729000,4078000,4,6,0.53
226,2000,1248,3,1,30,729000,4078000,4,6,0.53
226,2000,1249,4,1,26,729000,4078000,4,6,0.53
226,2000,1250,1,0.1,15,729000,4078000,4,6,0.53
226,2000,1251,2,0.1,13,729000,4078000,4,6,0.53
226,2000,1252,3,0.1,17,729000,4078000,4,6,0.53
226,2000,1253,4,0.1,7,729000,4078000,4,6,0.53
226,2000,1254,1,0.01,4,729000,4078000,4,6,0.53
226,2000,1255,2,0.01,4,729000,4078000,4,6,0.53
226,2000,1256,3,0.01,7,729000,4078000,4,6,0.53
226,2000,1257,4,0.01,4,729000,4078000,4,6,0.53
226,2001,1258,NA,100,81,729000,4078000,4,6.1,1.53
226,2001,1259,1,10,45,729000,4078000,4,6.1,1.53
226,2001,1260,2,10,47,729000,4078000,4,6.1,1.53
226,2001,1261,3,10,48,729000,4078000,4,6.1,1.53
226,2001,1262,4,10,45,729000,4078000,4,6.1,1.53
226,2001,1263,1,1,21,729000,4078000,4,6.1,1.53
226,2001,1264,2,1,26,729000,4078000,4,6.1,1.53
226,2001,1265,3,1,30,729000,4078000,4,6.1,1.53
226,2001,1266,4,1,18,729000,4078000,4,6.1,1.53
226,2001,1267,1,0.1,9,729000,4078000,4,6.1,1.53
226,2001,1268,2,0.1,12,729000,4078000,4,6.1,1.53
226,2001,1269,3,0.1,18,729000,4078000,4,6.1,1.53
226,2001,1270,4,0.1,10,729000,4078000,4,6.1,1.53
226,2001,1271,1,0.01,3,729000,4078000,4,6.1,1.53
226,2001,1272,2,0.01,2,729000,4078000,4,6.1,1.53
226,2001,1273,3,0.01,5,729000,4078000,4,6.1,1.53
226,2001,1274,4,0.01,1,729000,4078000,4,6.1,1.53
226,2002,1275,NA,100,84,729000,4078000,4,6,2.52
226,2002,1276,1,10,43,729000,4078000,4,6,2.52
226,2002,1277,2,10,50,729000,4078000,4,6,2.52
226,2002,1278,3,10,52,729000,4078000,4,6,2.52
226,2002,1279,4,10,41,729000,4078000,4,6,2.52
226,2002,1280,1,1,18,729000,4078000,4,6,2.52
226,2002,1281,2,1,20,729000,4078000,4,6,2.52
226,2002,1282,3,1,24,729000,4078000,4,6,2.52
226,2002,1283,4,1,16,729000,4078000,4,6,2.52
226,2002,1284,1,0.1,13,729000,4078000,4,6,2.52
226,2002,1285,2,0.1,7,729000,4078000,4,6,2.52
226,2002,1286,3,0.1,12,729000,4078000,4,6,2.52
226,2002,1287,4,0.1,8,729000,4078000,4,6,2.52
226,2002,1288,1,0.01,5,729000,4078000,4,6,2.52
226,2002,1289,2,0.01,3,729000,4078000,4,6,2.52
226,2002,1290,3,0.01,3,729000,4078000,4,6,2.52
226,2002,1291,4,0.01,3,729000,4078000,4,6,2.52
226,2003,1292,NA,100,76,729000,4078000,4,6,3.55
226,2003,1293,1,10,44,729000,4078000,4,6,3.55
226,2003,1294,2,10,45,729000,4078000,4,6,3.55
226,2003,1295,3,10,53,729000,4078000,4,6,3.55
226,2003,1296,4,10,42,729000,4078000,4,6,3.55
226,2003,1297,1,1,24,729000,4078000,4,6,3.55
226,2003,1298,2,1,22,729000,4078000,4,6,3.55
226,2003,1299,3,1,25,729000,4078000,4,6,3.55
226,2003,1300,4,1,21,729000,4078000,4,6,3.55
226,2003,1301,1,0.1,14,729000,4078000,4,6,3.55
226,2003,1302,2,0.1,10,729000,4078000,4,6,3.55
226,2003,1303,3,0.1,14,729000,4078000,4,6,3.55
226,2003,1304,4,0.1,8,729000,4078000,4,6,3.55
226,2003,1305,1,0.01,4,729000,4078000,4,6,3.55
226,2003,1306,2,0.01,4,729000,4078000,4,6,3.55
226,2003,1307,3,0.01,5,729000,4078000,4,6,3.55
226,2003,1308,4,0.01,4,729000,4078000,4,6,3.55
226,2004,1309,NA,100,95,729000,4078000,4,6,4.53
226,2004,1310,1,10,60,729000,4078000,4,6,4.53
226,2004,1311,2,10,64,729000,4078000,4,6,4.53
226,2004,1312,3,10,57,729000,4078000,4,6,4.53
226,2004,1313,4,10,43,729000,4078000,4,6,4.53
226,2004,1314,1,1,27,729000,4078000,4,6,4.53
226,2004,1315,2,1,30,729000,4078000,4,6,4.53
226,2004,1316,3,1,33,729000,4078000,4,6,4.53
226,2004,1317,4,1,16,729000,4078000,4,6,4.53
226,2004,1318,1,0.1,19,729000,4078000,4,6,4.53
226,2004,1319,2,0.1,13,729000,4078000,4,6,4.53
226,2004,1320,3,0.1,17,729000,4078000,4,6,4.53
226,2004,1321,4,0.1,10,729000,4078000,4,6,4.53
226,2004,1322,1,0.01,8,729000,4078000,4,6,4.53
226,2004,1323,2,0.01,7,729000,4078000,4,6,4.53
226,2004,1324,3,0.01,5,729000,4078000,4,6,4.53
226,2004,1325,4,0.01,6,729000,4078000,4,6,4.53
226,2005,1326,NA,100,69,729000,4078000,4,6,5.57
226,2005,1327,1,10,36,729000,4078000,4,6,5.57
226,2005,1328,2,10,43,729000,4078000,4,6,5.57
226,2005,1329,3,10,46,729000,4078000,4,6,5.57
226,2005,1330,4,10,33,729000,4078000,4,6,5.57
226,2005,1331,1,1,18,729000,4078000,4,6,5.57
226,2005,1332,2,1,24,729000,4078000,4,6,5.57
226,2005,1333,3,1,26,729000,4078000,4,6,5.57
226,2005,1334,4,1,15,729000,4078000,4,6,5.57
226,2005,1335,1,0.1,9,729000,4078000,4,6,5.57
226,2005,1336,2,0.1,11,729000,4078000,4,6,5.57
226,2005,1337,3,0.1,12,729000,4078000,4,6,5.57
226,2005,1338,4,0.1,9,729000,4078000,4,6,5.57
226,2005,1339,1,0.01,2,729000,4078000,4,6,5.57
226,2005,1340,2,0.01,3,729000,4078000,4,6,5.57
226,2005,1341,3,0.01,3,729000,4078000,4,6,5.57
226,2005,1342,4,0.01,4,729000,4078000,4,6,5.57
226,2006,1343,NA,100,77,729000,4078000,4,6.1,0.19
226,2006,1344,1,10,47,729000,4078000,4,6.1,0.19
226,2006,1345,2,10,50,729000,4078000,4,6.1,0.19
226,2006,1346,3,10,51,729000,4078000,4,6.1,0.19
226,2006,1347,4,10,42,729000,4078000,4,6.1,0.19
226,2006,1348,1,1,23,729000,4078000,4,6.1,0.19
226,2006,1349,2,1,25,729000,4078000,4,6.1,0.19
226,2006,1350,3,1,23,729000,4078000,4,6.1,0.19
226,2006,1351,4,1,21,729000,4078000,4,6.1,0.19
226,2006,1352,1,0.1,14,729000,4078000,4,6.1,0.19
226,2006,1353,2,0.1,9,729000,4078000,4,6.1,0.19
226,2006,1354,3,0.1,8,729000,4078000,4,6.1,0.19
226,2006,1355,4,0.1,9,729000,4078000,4,6.1,0.19
226,2006,1356,1,0.01,4,729000,4078000,4,6.1,0.19
226,2006,1357,2,0.01,5,729000,4078000,4,6.1,0.19
226,2006,1358,3,0.01,4,729000,4078000,4,6.1,0.19
226,2006,1359,4,0.01,5,729000,4078000,4,6.1,0.19
226,2007,1360,NA,100,90,729000,4078000,4,6,1.23
226,2007,1361,1,10,49,729000,4078000,4,6,1.23
226,2007,1362,2,10,57,729000,4078000,4,6,1.23
226,2007,1363,3,10,55,729000,4078000,4,6,1.23
226,2007,1364,4,10,48,729000,4078000,4,6,1.23
226,2007,1365,1,1,22,729000,4078000,4,6,1.23
226,2007,1366,2,1,27,729000,4078000,4,6,1.23
226,2007,1367,3,1,33,729000,4078000,4,6,1.23
226,2007,1368,4,1,24,729000,4078000,4,6,1.23
226,2007,1369,1,0.1,13,729000,4078000,4,6,1.23
226,2007,1370,2,0.1,14,729000,4078000,4,6,1.23
226,2007,1371,3,0.1,15,729000,4078000,4,6,1.23
226,2007,1372,4,0.1,13,729000,4078000,4,6,1.23
226,2007,1373,1,0.01,5,729000,4078000,4,6,1.23
226,2007,1374,2,0.01,7,729000,4078000,4,6,1.23
226,2007,1375,3,0.01,7,729000,4078000,4,6,1.23
226,2007,1376,4,0.01,5,729000,4078000,4,6,1.23
226,2008,1377,NA,100,74,729000,4078000,4,6,2.22
226,2008,1378,1,10,35,729000,4078000,4,6,2.22
226,2008,1379,2,10,41,729000,4078000,4,6,2.22
226,2008,1380,3,10,48,729000,4078000,4,6,2.22
226,2008,1381,4,10,39,729000,4078000,4,6,2.22
226,2008,1382,1,1,15,729000,4078000,4,6,2.22
226,2008,1383,2,1,16,729000,4078000,4,6,2.22
226,2008,1384,3,1,29,729000,4078000,4,6,2.22
226,2008,1385,4,1,13,729000,4078000,4,6,2.22
226,2008,1386,1,0.1,8,729000,4078000,4,6,2.22
226,2008,1387,2,0.1,9,729000,4078000,4,6,2.22
226,2008,1388,3,0.1,12,729000,4078000,4,6,2.22
226,2008,1389,4,0.1,8,729000,4078000,4,6,2.22
226,2008,1390,1,0.01,3,729000,4078000,4,6,2.22
226,2008,1391,2,0.01,4,729000,4078000,4,6,2.22
226,2008,1392,3,0.01,3,729000,4078000,4,6,2.22
226,2008,1393,4,0.01,5,729000,4078000,4,6,2.22
226,2009,1394,NA,100,74,729000,4078000,4,6,0.15
226,2009,1395,1,10,45,729000,4078000,4,6,0.15
226,2009,1396,2,10,52,729000,4078000,4,6,0.15
226,2009,1397,3,10,46,729000,4078000,4,6,0.15
226,2009,1398,4,10,37,729000,4078000,4,6,0.15
226,2009,1399,1,1,21,729000,4078000,4,6,0.15
226,2009,1400,2,1,20,729000,4078000,4,6,0.15
226,2009,1401,3,1,31,729000,4078000,4,6,0.15
226,2009,1402,4,1,22,729000,4078000,4,6,0.15
226,2009,1403,1,0.1,12,729000,4078000,4,6,0.15
226,2009,1404,2,0.1,12,729000,4078000,4,6,0.15
226,2009,1405,3,0.1,13,729000,4078000,4,6,0.15
226,2009,1406,4,0.1,13,729000,4078000,4,6,0.15
226,2009,1407,1,0.01,4,729000,4078000,4,6,0.15
226,2009,1408,2,0.01,4,729000,4078000,4,6,0.15
226,2009,1409,3,0.01,3,729000,4078000,4,6,0.15
226,2009,1410,4,0.01,6,729000,4078000,4,6,0.15
238,1998,1411,NA,100,75,732000,4075000,5,6,4.25
238,1998,1412,1,10,43,732000,4075000,5,6,4.25
238,1998,1413,2,10,44,732000,4075000,5,6,4.25
238,1998,1414,3,10,36,732000,4075000,5,6,4.25
238,1998,1415,4,10,40,732000,4075000,5,6,4.25
238,1998,1416,1,1,27,732000,4075000,5,6,4.25
238,1998,1417,2,1,26,732000,4075000,5,6,4.25
238,1998,1418,3,1,21,732000,4075000,5,6,4.25
238,1998,1419,4,1,19,732000,4075000,5,6,4.25
238,1998,1420,1,0.1,14,732000,4075000,5,6,4.25
238,1998,1421,2,0.1,10,732000,4075000,5,6,4.25
238,1998,1422,3,0.1,13,732000,4075000,5,6,4.25
238,1998,1423,4,0.1,5,732000,4075000,5,6,4.25
238,1998,1424,1,0.01,4,732000,4075000,5,6,4.25
238,1998,1425,2,0.01,1,732000,4075000,5,6,4.25
238,1998,1426,3,0.01,3,732000,4075000,5,6,4.25
238,1998,1427,4,0.01,3,732000,4075000,5,6,4.25
238,1999,1428,NA,100,74,732000,4075000,5,6.1,0.16
238,1999,1429,1,10,47,732000,4075000,5,6.1,0.16
238,1999,1430,2,10,47,732000,4075000,5,6.1,0.16
238,1999,1431,3,10,43,732000,4075000,5,6.1,0.16
238,1999,1432,4,10,48,732000,4075000,5,6.1,0.16
238,1999,1433,1,1,33,732000,4075000,5,6.1,0.16
238,1999,1434,2,1,24,732000,4075000,5,6.1,0.16
238,1999,1435,3,1,32,732000,4075000,5,6.1,0.16
238,1999,1436,4,1,33,732000,4075000,5,6.1,0.16
238,1999,1437,1,0.1,14,732000,4075000,5,6.1,0.16
238,1999,1438,2,0.1,17,732000,4075000,5,6.1,0.16
238,1999,1439,3,0.1,10,732000,4075000,5,6.1,0.16
238,1999,1440,4,0.1,25,732000,4075000,5,6.1,0.16
238,1999,1441,1,0.01,7,732000,4075000,5,6.1,0.16
238,1999,1442,2,0.01,10,732000,4075000,5,6.1,0.16
238,1999,1443,3,0.01,4,732000,4075000,5,6.1,0.16
238,1999,1444,4,0.01,2,732000,4075000,5,6.1,0.16
238,2000,1445,NA,100,82,732000,4075000,5,6.2,0.21
238,2000,1446,1,10,47,732000,4075000,5,6.2,0.21
238,2000,1447,2,10,54,732000,4075000,5,6.2,0.21
238,2000,1448,3,10,51,732000,4075000,5,6.2,0.21
238,2000,1449,4,10,53,732000,4075000,5,6.2,0.21
238,2000,1450,1,1,32,732000,4075000,5,6.2,0.21
238,2000,1451,2,1,36,732000,4075000,5,6.2,0.21
238,2000,1452,3,1,28,732000,4075000,5,6.2,0.21
238,2000,1453,4,1,30,732000,4075000,5,6.2,0.21
238,2000,1454,1,0.1,17,732000,4075000,5,6.2,0.21
238,2000,1455,2,0.1,17,732000,4075000,5,6.2,0.21
238,2000,1456,3,0.1,13,732000,4075000,5,6.2,0.21
238,2000,1457,4,0.1,18,732000,4075000,5,6.2,0.21
238,2000,1458,1,0.01,5,732000,4075000,5,6.2,0.21
238,2000,1459,2,0.01,4,732000,4075000,5,6.2,0.21
238,2000,1460,3,0.01,1,732000,4075000,5,6.2,0.21
238,2000,1461,4,0.01,6,732000,4075000,5,6.2,0.21
238,2001,1462,NA,100,104,732000,4075000,5,6.2,1.19
238,2001,1463,1,10,63,732000,4075000,5,6.2,1.19
238,2001,1464,2,10,70,732000,4075000,5,6.2,1.19
238,2001,1465,3,10,47,732000,4075000,5,6.2,1.19
238,2001,1466,4,10,74,732000,4075000,5,6.2,1.19
238,2001,1467,1,1,39,732000,4075000,5,6.2,1.19
238,2001,1468,2,1,43,732000,4075000,5,6.2,1.19
238,2001,1469,3,1,20,732000,4075000,5,6.2,1.19
238,2001,1470,4,1,28,732000,4075000,5,6.2,1.19
238,2001,1471,1,0.1,9,732000,4075000,5,6.2,1.19
238,2001,1472,2,0.1,17,732000,4075000,5,6.2,1.19
238,2001,1473,3,0.1,7,732000,4075000,5,6.2,1.19
238,2001,1474,4,0.1,14,732000,4075000,5,6.2,1.19
238,2001,1475,1,0.01,3,732000,4075000,5,6.2,1.19
238,2001,1476,2,0.01,3,732000,4075000,5,6.2,1.19
238,2001,1477,3,0.01,1,732000,4075000,5,6.2,1.19
238,2001,1478,4,0.01,7,732000,4075000,5,6.2,1.19
238,2002,1479,NA,100,92,732000,4075000,5,6.1,0.21
238,2002,1480,1,10,68,732000,4075000,5,6.1,0.21
238,2002,1481,2,10,63,732000,4075000,5,6.1,0.21
238,2002,1482,3,10,47,732000,4075000,5,6.1,0.21
238,2002,1483,4,10,56,732000,4075000,5,6.1,0.21
238,2002,1484,1,1,36,732000,4075000,5,6.1,0.21
238,2002,1485,2,1,35,732000,4075000,5,6.1,0.21
238,2002,1486,3,1,23,732000,4075000,5,6.1,0.21
238,2002,1487,4,1,28,732000,4075000,5,6.1,0.21
238,2002,1488,1,0.1,19,732000,4075000,5,6.1,0.21
238,2002,1489,2,0.1,19,732000,4075000,5,6.1,0.21
238,2002,1490,3,0.1,13,732000,4075000,5,6.1,0.21
238,2002,1491,4,0.1,11,732000,4075000,5,6.1,0.21
238,2002,1492,1,0.01,7,732000,4075000,5,6.1,0.21
238,2002,1493,2,0.01,8,732000,4075000,5,6.1,0.21
238,2002,1494,3,0.01,4,732000,4075000,5,6.1,0.21
238,2002,1495,4,0.01,4,732000,4075000,5,6.1,0.21
238,2003,1496,NA,100,98,732000,4075000,5,6.2,1.21
238,2003,1497,1,10,61,732000,4075000,5,6.2,1.21
238,2003,1498,2,10,62,732000,4075000,5,6.2,1.21
238,2003,1499,3,10,63,732000,4075000,5,6.2,1.21
238,2003,1500,4,10,64,732000,4075000,5,6.2,1.21
238,2003,1501,1,1,36,732000,4075000,5,6.2,1.21
238,2003,1502,2,1,33,732000,4075000,5,6.2,1.21
238,2003,1503,3,1,31,732000,4075000,5,6.2,1.21
238,2003,1504,4,1,35,732000,4075000,5,6.2,1.21
238,2003,1505,1,0.1,18,732000,4075000,5,6.2,1.21
238,2003,1506,2,0.1,16,732000,4075000,5,6.2,1.21
238,2003,1507,3,0.1,10,732000,4075000,5,6.2,1.21
238,2003,1508,4,0.1,16,732000,4075000,5,6.2,1.21
238,2003,1509,1,0.01,4,732000,4075000,5,6.2,1.21
238,2003,1510,2,0.01,3,732000,4075000,5,6.2,1.21
238,2003,1511,3,0.01,4,732000,4075000,5,6.2,1.21
238,2003,1512,4,0.01,5,732000,4075000,5,6.2,1.21
238,2004,1513,NA,100,92,732000,4075000,5,6.1,2.21
238,2004,1514,1,10,57,732000,4075000,5,6.1,2.21
238,2004,1515,2,10,52,732000,4075000,5,6.1,2.21
238,2004,1516,3,10,52,732000,4075000,5,6.1,2.21
238,2004,1517,4,10,62,732000,4075000,5,6.1,2.21
238,2004,1518,1,1,33,732000,4075000,5,6.1,2.21
238,2004,1519,2,1,27,732000,4075000,5,6.1,2.21
238,2004,1520,3,1,28,732000,4075000,5,6.1,2.21
238,2004,1521,4,1,34,732000,4075000,5,6.1,2.21
238,2004,1522,1,0.1,13,732000,4075000,5,6.1,2.21
238,2004,1523,2,0.1,17,732000,4075000,5,6.1,2.21
238,2004,1524,3,0.1,12,732000,4075000,5,6.1,2.21
238,2004,1525,4,0.1,10,732000,4075000,5,6.1,2.21
238,2004,1526,1,0.01,4,732000,4075000,5,6.1,2.21
238,2004,1527,2,0.01,7,732000,4075000,5,6.1,2.21
238,2004,1528,3,0.01,4,732000,4075000,5,6.1,2.21
238,2004,1529,4,0.01,4,732000,4075000,5,6.1,2.21
238,2005,1530,NA,100,100,732000,4075000,5,6.2,0.52
238,2005,1531,1,10,66,732000,4075000,5,6.2,0.52
238,2005,1532,2,10,64,732000,4075000,5,6.2,0.52
238,2005,1533,3,10,62,732000,4075000,5,6.2,0.52
238,2005,1534,4,10,64,732000,4075000,5,6.2,0.52
238,2005,1535,1,1,40,732000,4075000,5,6.2,0.52
238,2005,1536,2,1,34,732000,4075000,5,6.2,0.52
238,2005,1537,3,1,30,732000,4075000,5,6.2,0.52
238,2005,1538,4,1,30,732000,4075000,5,6.2,0.52
238,2005,1539,1,0.1,15,732000,4075000,5,6.2,0.52
238,2005,1540,2,0.1,15,732000,4075000,5,6.2,0.52
238,2005,1541,3,0.1,14,732000,4075000,5,6.2,0.52
238,2005,1542,4,0.1,13,732000,4075000,5,6.2,0.52
238,2005,1543,1,0.01,4,732000,4075000,5,6.2,0.52
238,2005,1544,2,0.01,7,732000,4075000,5,6.2,0.52
238,2005,1545,3,0.01,3,732000,4075000,5,6.2,0.52
238,2005,1546,4,0.01,7,732000,4075000,5,6.2,0.52
238,2006,1547,NA,100,80,732000,4075000,5,6.3,1.5
238,2006,1548,1,10,48,732000,4075000,5,6.3,1.5
238,2006,1549,2,10,55,732000,4075000,5,6.3,1.5
238,2006,1550,3,10,49,732000,4075000,5,6.3,1.5
238,2006,1551,4,10,51,732000,4075000,5,6.3,1.5
238,2006,1552,1,1,31,732000,4075000,5,6.3,1.5
238,2006,1553,2,1,29,732000,4075000,5,6.3,1.5
238,2006,1554,3,1,23,732000,4075000,5,6.3,1.5
238,2006,1555,4,1,26,732000,4075000,5,6.3,1.5
238,2006,1556,1,0.1,14,732000,4075000,5,6.3,1.5
238,2006,1557,2,0.1,12,732000,4075000,5,6.3,1.5
238,2006,1558,3,0.1,13,732000,4075000,5,6.3,1.5
238,2006,1559,4,0.1,10,732000,4075000,5,6.3,1.5
238,2006,1560,1,0.01,3,732000,4075000,5,6.3,1.5
238,2006,1561,2,0.01,5,732000,4075000,5,6.3,1.5
238,2006,1562,3,0.01,4,732000,4075000,5,6.3,1.5
238,2006,1563,4,0.01,4,732000,4075000,5,6.3,1.5
238,2007,1564,NA,100,98,732000,4075000,5,6.3,2.51
238,2007,1565,1,10,59,732000,4075000,5,6.3,2.51
238,2007,1566,2,10,69,732000,4075000,5,6.3,2.51
238,2007,1567,3,10,67,732000,4075000,5,6.3,2.51
238,2007,1568,4,10,61,732000,4075000,5,6.3,2.51
238,2007,1569,1,1,34,732000,4075000,5,6.3,2.51
238,2007,1570,2,1,44,732000,4075000,5,6.3,2.51
238,2007,1571,3,1,39,732000,4075000,5,6.3,2.51
238,2007,1572,4,1,39,732000,4075000,5,6.3,2.51
238,2007,1573,1,0.1,15,732000,4075000,5,6.3,2.51
238,2007,1574,2,0.1,17,732000,4075000,5,6.3,2.51
238,2007,1575,3,0.1,18,732000,4075000,5,6.3,2.51
238,2007,1576,4,0.1,20,732000,4075000,5,6.3,2.51
238,2007,1577,1,0.01,5,732000,4075000,5,6.3,2.51
238,2007,1578,2,0.01,4,732000,4075000,5,6.3,2.51
238,2007,1579,3,0.01,4,732000,4075000,5,6.3,2.51
238,2007,1580,4,0.01,3,732000,4075000,5,6.3,2.51
238,2008,1581,NA,100,93,732000,4075000,5,6.2,3.51
238,2008,1582,1,10,45,732000,4075000,5,6.2,3.51
238,2008,1583,2,10,58,732000,4075000,5,6.2,3.51
238,2008,1584,3,10,52,732000,4075000,5,6.2,3.51
238,2008,1585,4,10,55,732000,4075000,5,6.2,3.51
238,2008,1586,1,1,25,732000,4075000,5,6.2,3.51
238,2008,1587,2,1,26,732000,4075000,5,6.2,3.51
238,2008,1588,3,1,25,732000,4075000,5,6.2,3.51
238,2008,1589,4,1,25,732000,4075000,5,6.2,3.51
238,2008,1590,1,0.1,14,732000,4075000,5,6.2,3.51
238,2008,1591,2,0.1,16,732000,4075000,5,6.2,3.51
238,2008,1592,3,0.1,12,732000,4075000,5,6.2,3.51
238,2008,1593,4,0.1,11,732000,4075000,5,6.2,3.51
238,2008,1594,1,0.01,8,732000,4075000,5,6.2,3.51
238,2008,1595,2,0.01,6,732000,4075000,5,6.2,3.51
238,2008,1596,3,0.01,2,732000,4075000,5,6.2,3.51
238,2008,1597,4,0.01,1,732000,4075000,5,6.2,3.51
238,2009,1598,NA,100,80,732000,4075000,5,6.2,4.49
238,2009,1599,1,10,51,732000,4075000,5,6.2,4.49
238,2009,1600,2,10,46,732000,4075000,5,6.2,4.49
238,2009,1601,3,10,39,732000,4075000,5,6.2,4.49
238,2009,1602,4,10,50,732000,4075000,5,6.2,4.49
238,2009,1603,1,1,22,732000,4075000,5,6.2,4.49
238,2009,1604,2,1,25,732000,4075000,5,6.2,4.49
238,2009,1605,3,1,23,732000,4075000,5,6.2,4.49
238,2009,1606,4,1,20,732000,4075000,5,6.2,4.49
238,2009,1607,1,0.1,13,732000,4075000,5,6.2,4.49
238,2009,1608,2,0.1,11,732000,4075000,5,6.2,4.49
238,2009,1609,3,0.1,12,732000,4075000,5,6.2,4.49
238,2009,1610,4,0.1,10,732000,4075000,5,6.2,4.49
238,2009,1611,1,0.01,5,732000,4075000,5,6.2,4.49
238,2009,1612,2,0.01,7,732000,4075000,5,6.2,4.49
238,2009,1613,3,0.01,5,732000,4075000,5,6.2,4.49
238,2009,1614,4,0.01,4,732000,4075000,5,6.2,4.49
244,1998,1615,NA,100,68,731000,4074000,1,6.1,4.22
244,1998,1616,1,10,40,731000,4074000,1,6.1,4.22
244,1998,1617,2,10,32,731000,4074000,1,6.1,4.22
244,1998,1618,3,10,35,731000,4074000,1,6.1,4.22
244,1998,1619,4,10,36,731000,4074000,1,6.1,4.22
244,1998,1620,1,1,18,731000,4074000,1,6.1,4.22
244,1998,1621,2,1,24,731000,4074000,1,6.1,4.22
244,1998,1622,3,1,17,731000,4074000,1,6.1,4.22
244,1998,1623,4,1,17,731000,4074000,1,6.1,4.22
244,1998,1624,1,0.1,8,731000,4074000,1,6.1,4.22
244,1998,1625,2,0.1,11,731000,4074000,1,6.1,4.22
244,1998,1626,3,0.1,10,731000,4074000,1,6.1,4.22
244,1998,1627,4,0.1,7,731000,4074000,1,6.1,4.22
244,1998,1628,1,0.01,5,731000,4074000,1,6.1,4.22
244,1998,1629,2,0.01,4,731000,4074000,1,6.1,4.22
244,1998,1630,3,0.01,5,731000,4074000,1,6.1,4.22
244,1998,1631,4,0.01,3,731000,4074000,1,6.1,4.22
244,1999,1632,NA,100,79,731000,4074000,1,5.9,5.19
244,1999,1633,1,10,34,731000,4074000,1,5.9,5.19
244,1999,1634,2,10,36,731000,4074000,1,5.9,5.19
244,1999,1635,3,10,46,731000,4074000,1,5.9,5.19
244,1999,1636,4,10,36,731000,4074000,1,5.9,5.19
244,1999,1637,1,1,22,731000,4074000,1,5.9,5.19
