"plotID","spcode","species","cover","elev","tci","streamdist","disturb","beers"
"ATBN-01-0305","FAGUGRA","Fagus grandifolia",2,1027,6.14916992,174.6,"CORPLOG",0.58607817
"ATBN-01-0306","FAGUGRA","Fagus grandifolia",3,450.2,4.1337719,202.5,"LT-SEL",0.86011082
"ATBN-01-0308","FAGUGRA","Fagus grandifolia",3,461.8,4.41563416,31.62,"LT-SEL",1.43245673
"ATBN-01-0311","FAGUGRA","Fagus grandifolia",5,646.7,5.14371109,530.8,"CORPLOG",0.40140387
"ATBN-01-0313","FAGUGRA","Fagus grandifolia",1,1200,4.5200429,346.6,"VIRGIN",1.99930537
"ATBN-01-0324","FAGUGRA","Fagus grandifolia",1,927.7,4.958004,80,"CORPLOG",1.74956059
"ATBN-01-0401","FAGUGRA","Fagus grandifolia",4,1129,6.77596188,80.62,"CORPLOG",0.01942914
"ATBN-01-0410","FAGUGRA","Fagus grandifolia",8,1551,5.76492786,360.6,"CORPLOG",0.05591101
"ATBN-01-0411","FAGUGRA","Fagus grandifolia",8,1536,5.75886917,80.62,"CORPLOG",0.70312285
"ATBN-01-0412","FAGUGRA","Fagus grandifolia",1,1502,4.5799408,375.4,"CORPLOG",0.28308967
"ATBN-01-0415","FAGUGRA","Fagus grandifolia",3,675.7,5.40663099,84.85,"SETTLE",0.04508607
"ATBN-01-0504","FAGUGRA","Fagus grandifolia",7,1482,6.4509058,60.83,"CORPLOG",0.10309329
"ATBN-01-0507","FAGUGRA","Fagus grandifolia",1,1443,5.16330814,312.4,"VIRGIN",1.81036782
"ATBN-01-0513","FAGUGRA","Fagus grandifolia",2,628.2,5.58941603,20,"CORPLOG",1.982849
"ATBN-01-0514","FAGUGRA","Fagus grandifolia",2,815.6,3.75619507,167.6,"SETTLE",0.04038979
"ATBN-01-0515","FAGUGRA","Fagus grandifolia",4,614.4,5.70389414,42.43,"SETTLE",0.03799262
"ATBN-01-0516","FAGUGRA","Fagus grandifolia",4,591.9,14.63,0,"SETTLE",0.03992888
"ATBN-01-0521","FAGUGRA","Fagus grandifolia",1,651.6,4.41726112,170,"SETTLE",0.44079173
"ATBN-01-0525","FAGUGRA","Fagus grandifolia",2,837.5,8.50003433,0,"LT-SEL",0.33468109
"ATBN-01-0544","FAGUGRA","Fagus grandifolia",3,686.7,4.4099679,36.06,"SETTLE",1.7051053
"ATBN-01-0550","FAGUGRA","Fagus grandifolia",4,695.8,4.80601501,80,"SETTLE",0.19846542
"ATBN-01-0551","FAGUGRA","Fagus grandifolia",4,1404,6.86415911,368.8,"CORPLOG",1.35280645
"ATBN-01-0557","FAGUGRA","Fagus grandifolia",2,389.4,4.83746576,206.2,"LT-SEL",0.62067944
"ATBP-01-0006","FAGUGRA","Fagus grandifolia",8,1673,5.21011114,340,"VIRGIN",0.0210281
"DELL-02-0042","FAGUGRA","Fagus grandifolia",7,1317,6.85952902,340.1,"LT-SEL",1.76574755
"DELL-02-0043","FAGUGRA","Fagus grandifolia",6,1410,6.04432487,310.6,"LT-SEL",1.97233117
"DELL-02-0052","FAGUGRA","Fagus grandifolia",1,1051,6.98951197,367.7,"VIRGIN",1.84160626
"DELL-02-0054","FAGUGRA","Fagus grandifolia",1,1338,5.37122917,353.8,"VIRGIN",1.99989367
"DELL-02-0055","FAGUGRA","Fagus grandifolia",2,1176,5.66973686,250,"LT-SEL",1.13292134
"DELL-02-0057","FAGUGRA","Fagus grandifolia",1,1067,5.37263489,377.4,"VIRGIN",0.86190045
"DELL-02-0101","FAGUGRA","Fagus grandifolia",3,768.7,5.03861618,41.23,"LT-SEL",1.05862534
"DELL-02-0116","FAGUGRA","Fagus grandifolia",7,921.1,10.64,36.06,"LT-SEL",1.30161154
"DELL-02-0127","FAGUGRA","Fagus grandifolia",2,1164,5.35513592,322,"LT-SEL",1.15807784
"DELL-02-0129","FAGUGRA","Fagus grandifolia",2,877.2,4.17201519,76.16,"SETTLE",0.10079743
"DELL-02-0133","FAGUGRA","Fagus grandifolia",7,1279,4.63039398,10,"LT-SEL",1.55018473
"DELL-02-0142","FAGUGRA","Fagus grandifolia",2,1331,4.29201508,347.1,"CORPLOG",1.56804955
"DELL-03-0002","FAGUGRA","Fagus grandifolia",1,869.1,6.01650381,400.5,"CORPLOG",1.33280563
"DELL-03-0003","FAGUGRA","Fagus grandifolia",2,746.2,3.34025192,141.4,"CORPLOG",0.56759202
"DELL-03-0006","FAGUGRA","Fagus grandifolia",2,1341,6.82645702,230.9,"CORPLOG",0.61220247
"DELL-03-0007","FAGUGRA","Fagus grandifolia",4,1327,4.67902899,148.7,"CORPLOG",1.77732527
"DELL-03-0008","FAGUGRA","Fagus grandifolia",1,1401,3.72033095,261.7,"CORPLOG",0.87426198
"DELL-03-0010","FAGUGRA","Fagus grandifolia",4,1015,7.2793231,10,"CORPLOG",1.74708641
"DELL-03-0021","FAGUGRA","Fagus grandifolia",1,1218,6.22200108,322,"CORPLOG",0.85756344
"DELL-03-0025","FAGUGRA","Fagus grandifolia",1,1213,4.18668318,335.4,"CORPLOG",1.99994481
"FRID-01-0001","FAGUGRA","Fagus grandifolia",4,720.3,4.08203411,98.99,"LT-SEL",1.32238007
"FRID-01-0002","FAGUGRA","Fagus grandifolia",3,725.9,6.59966707,136,"CORPLOG",0.00787043
"FRID-01-0004","FAGUGRA","Fagus grandifolia",2,859.1,4.89706898,130,"CORPLOG",0.28759128
"FRID-01-0005","FAGUGRA","Fagus grandifolia",2,932.6,4.16547394,334.2,"LT-SEL",0.31273425
"FRID-01-0006","FAGUGRA","Fagus grandifolia",2,670.9,4.81561184,63.25,"SETTLE",0.25890195
"FRID-01-0007","FAGUGRA","Fagus grandifolia",5,741,4.35483885,327.6,"LT-SEL",0.09755319
"FRID-01-0009","FAGUGRA","Fagus grandifolia",6,665.5,4.77475882,194.2,"SETTLE",1.9732815
"FRID-01-0010","FAGUGRA","Fagus grandifolia",2,728,3.507025,98.49,"SETTLE",1.44477355
"MILL-03-0020","FAGUGRA","Fagus grandifolia",7,947.2,5.95981312,131.5,"VIRGIN",0.25928655
"MILL-04-0005","FAGUGRA","Fagus grandifolia",6,1445,3.88341689,563.6,"VIRGIN",0.05264604
"MILL-07-0024","FAGUGRA","Fagus grandifolia",4,494.2,12.26,0,"LT-SEL",1.49660313
"MILL-17-0012","FAGUGRA","Fagus grandifolia",4,1032,4.85315895,183.8,"CORPLOG",1.97692657
"MILL-17-0015","FAGUGRA","Fagus grandifolia",4,867.5,5.06390095,58.31,"CORPLOG",1.21891582
"MILL-17-0039","FAGUGRA","Fagus grandifolia",7,1340,6.41765499,490.1,"CORPLOG",0.90383738
"MILL-20-0067","FAGUGRA","Fagus grandifolia",4,1161,5.02695179,130,"VIRGIN",1.43409467
"MILL-25-0044","FAGUGRA","Fagus grandifolia",4,1217,6.42335892,30,"CORPLOG",1.33937502
"MILL-27-0041","FAGUGRA","Fagus grandifolia",7,1292,5.22598886,152.3,"VIRGIN",1.25728369
"MILL-27-0065","FAGUGRA","Fagus grandifolia",6,1328,3.49296904,534.5,"LT-SEL",1.73625684
"MILL-27-0202","FAGUGRA","Fagus grandifolia",6,1192,7.23307896,10,"VIRGIN",0.04236537
"PITT-01-0002","FAGUGRA","Fagus grandifolia",7,919.5,6.20673513,50,"SETTLE",1.07908046
"PITT-01-0006","FAGUGRA","Fagus grandifolia",3,920.4,4.13903999,142.1,"SETTLE",1.14454198
"PITT-01-0007","FAGUGRA","Fagus grandifolia",2,1145,5.12563515,152.3,"VIRGIN",0.26586017
"PITT-01-0008","FAGUGRA","Fagus grandifolia",4,1234,5.29963684,281.6,"VIRGIN",0.99495459
"PITT-01-0010","FAGUGRA","Fagus grandifolia",2,1121,5.36382103,281.6,"LT-SEL",1.03253949
"PITT-01-0011","FAGUGRA","Fagus grandifolia",2,1134,5.10715389,64.03,"VIRGIN",1.64530134
"PITT-01-0012","FAGUGRA","Fagus grandifolia",2,1019,5.61283112,476.3,"VIRGIN",1.99964607
"PITT-01-0014","FAGUGRA","Fagus grandifolia",4,1214,5.45581198,169.7,"LT-SEL",1.99819815
"PITT-01-0015","FAGUGRA","Fagus grandifolia",1,1447,4.44888878,89.44,"VIRGIN",1.07812107
"PITT-01-0017","FAGUGRA","Fagus grandifolia",2,1015,6.66399097,255,"SETTLE",0.05800001
"PITT-01-0019","FAGUGRA","Fagus grandifolia",4,1318,4.82635307,198,"VIRGIN",1.98695123
"PITT-01-0020","FAGUGRA","Fagus grandifolia",6,1267,5.57712603,44.72,"VIRGIN",1.31413603
"PITT-01-0021","FAGUGRA","Fagus grandifolia",5,1181,9.44544983,10,"VIRGIN",0.00020564
"PITT-01-0023","FAGUGRA","Fagus grandifolia",4,918.3,4.41510916,76.16,"SETTLE",0.95874566
"PITT-01-0024","FAGUGRA","Fagus grandifolia",3,988.4,8.58088684,36.06,"VIRGIN",1.43431389
"PITT-01-0025","FAGUGRA","Fagus grandifolia",6,939.3,5.4027791,134.5,"SETTLE",1.46014357
"PITT-01-0026","FAGUGRA","Fagus grandifolia",2,1206,4.76958799,10,"LT-SEL",1.95786643
"PITT-01-0027","FAGUGRA","Fagus grandifolia",2,980.5,4.8444171,63.25,"VIRGIN",1.66897535
"PITT-01-0028","FAGUGRA","Fagus grandifolia",6,952.8,7.43198395,36.06,"VIRGIN",1.81553626
"PITT-01-0030","FAGUGRA","Fagus grandifolia",7,1113,3.4010179,84.85,"VIRGIN",1.94633472
"PITT-01-0031","FAGUGRA","Fagus grandifolia",5,1504,4.49612808,218.4,"VIRGIN",1.97598147
"PITT-01-0034","FAGUGRA","Fagus grandifolia",6,1313,7.65364122,31.62,"VIRGIN",0.5550251
"PITT-01-0035","FAGUGRA","Fagus grandifolia",4,1310,5.38711596,141.4,"VIRGIN",1.42787206
"PITT-01-0037","FAGUGRA","Fagus grandifolia",2,1185,4.73946524,264,"LT-SEL",1.86984003
"PITT-01-0038","FAGUGRA","Fagus grandifolia",2,1533,4.52862883,337.3,"VIRGIN",0.65501821
"PITT-01-0039","FAGUGRA","Fagus grandifolia",6,910,5.95543623,14.14,"SETTLE",0.57244837
"PITT-01-0041","FAGUGRA","Fagus grandifolia",2,801.3,7.50090694,41.23,"SETTLE",1.99556172
"PITT-01-0043","FAGUGRA","Fagus grandifolia",2,802.3,6.070086,90.55,"SETTLE",0.3981379
"PITT-01-0045","FAGUGRA","Fagus grandifolia",5,1504,4.37374115,237.1,"VIRGIN",1.65584207
"UFRL-01-0002","FAGUGRA","Fagus grandifolia",4,551.7,7.12312412,14.14,"LT-SEL",0.96440923
"UFRL-01-0008","FAGUGRA","Fagus grandifolia",1,584,4.80739689,108.2,"LT-SEL",1.51250339
"UFRL-01-0027","FAGUGRA","Fagus grandifolia",2,503.2,4.64458084,355.1,"CORPLOG",0.72824824
"UFRL-01-0033","FAGUGRA","Fagus grandifolia",1,581.1,4.57624388,64.03,"LT-SEL",1.7887274
"UFRL-01-0051","FAGUGRA","Fagus grandifolia",7,565.1,5.09103489,50,"LT-SEL",0.76325756
"UFRL-01-0054","FAGUGRA","Fagus grandifolia",3,614.6,5.21767616,382.1,"LT-SEL",1.82649243
"UFRL-01-0070","FAGUGRA","Fagus grandifolia",2,514.3,3.77509809,150,"LT-SEL",1.48247421
"UFRL-01-0071","FAGUGRA","Fagus grandifolia",3,446.6,4.69749117,50,"LT-SEL",1.50944912
"UFRL-01-0072","FAGUGRA","Fagus grandifolia",2,518.3,4.35624313,220,"LT-SEL",0.6318047
"UFRL-01-0074","FAGUGRA","Fagus grandifolia",2,413.1,6.75950623,10,"LT-SEL",1.86838758
"UFRL-01-0075","FAGUGRA","Fagus grandifolia",3,443.3,8.6936121,10,"LT-SEL",0.42805532
"UFRL-01-0084","FAGUGRA","Fagus grandifolia",1,605.9,3.48094106,130.4,"LT-SEL",1.99760628
"UFRL-01-0089","FAGUGRA","Fagus grandifolia",1,573.9,3.8970089,200,"LT-SEL",0.84790725
"UFRL-01-0092","FAGUGRA","Fagus grandifolia",4,662.6,4.68487406,466.9,"LT-SEL",0.30797628
"UFRL-01-0092","FAGUGRA","Fagus grandifolia",4,677.8,4.51414013,504.5,"LT-SEL",0.49305943
"UFRL-01-0101","FAGUGRA","Fagus grandifolia",3,340.8,8.63799095,72.11,"LT-SEL",0.2041461
"UFRL-01-0102","FAGUGRA","Fagus grandifolia",4,381,9.631917,120.4,"LT-SEL",0.5425055
"UFRL-01-0103","FAGUGRA","Fagus grandifolia",3,362.4,6.63645792,85.44,"LT-SEL",0.19415538
"UFRL-01-0104","FAGUGRA","Fagus grandifolia",2,352.1,4.38337517,128.1,"LT-SEL",0.13132447
"UFRL-01-0154","FAGUGRA","Fagus grandifolia",2,615.2,4.56351614,503.3,"CORPLOG",0.58080691
"UFRL-01-0155","FAGUGRA","Fagus grandifolia",3,578.2,8.48253059,457.9,"CORPLOG",0.35673663
"UFRL-01-0156","FAGUGRA","Fagus grandifolia",4,566.9,4.40872002,456.2,"CORPLOG",1.15643048
"UFRL-01-0156","FAGUGRA","Fagus grandifolia",4,566.9,4.40872002,456.2,"CORPLOG",1.15643048
"UFRL-01-0156","FAGUGRA","Fagus grandifolia",3,566.9,4.40872002,456.2,"CORPLOG",1.15643048
"UFRL-01-0156","FAGUGRA","Fagus grandifolia",3,566.9,4.40872002,456.2,"CORPLOG",1.15643048
"UFRL-01-0160","FAGUGRA","Fagus grandifolia",4,376.4,12.55,20,"CORPLOG",0.61370921
"UFRL-01-0161","FAGUGRA","Fagus grandifolia",4,407.6,5.54437208,170.3,"CORPLOG",0.72769904
"UFRL-01-0164","FAGUGRA","Fagus grandifolia",3,444.3,7.50882721,0,"CORPLOG",1.57979429
"UFRL-01-0166","FAGUGRA","Fagus grandifolia",3,414,8.91287422,72.11,"CORPLOG",1.10765398
"UFRL-01-0169","FAGUGRA","Fagus grandifolia",2,283.6,7.5401268,234.1,"LT-SEL",1.94689631
"UFRL-02-0002","FAGUGRA","Fagus grandifolia",4,544.1,5.79644585,502.2,"SETTLE",1.52776837
"UFRL-02-0002","FAGUGRA","Fagus grandifolia",4,539.9,4.75019789,471,"SETTLE",1.08705258
"UFRL-02-0002","FAGUGRA","Fagus grandifolia",5,544.1,5.79644585,502.2,"SETTLE",1.52776837
"UFRL-02-0002","FAGUGRA","Fagus grandifolia",5,539.9,4.75019789,471,"SETTLE",1.08705258
"UFRL-02-0003","FAGUGRA","Fagus grandifolia",3,541.4,7.01022387,466.5,"SETTLE",0.08437267
"UFRL-02-0003","FAGUGRA","Fagus grandifolia",3,541.1,7.91147089,446.5,"SETTLE",0.46330348
"UFRL-02-0003","FAGUGRA","Fagus grandifolia",2,541.4,7.01022387,466.5,"SETTLE",0.08437267
"UFRL-02-0003","FAGUGRA","Fagus grandifolia",2,541.1,7.91147089,446.5,"SETTLE",0.46330348
"UFRL-02-0004","FAGUGRA","Fagus grandifolia",1,544.1,6.66943598,398.2,"SETTLE",1.41355217
"UFRL-02-0004","FAGUGRA","Fagus grandifolia",1,543.3,6.1997962,492.4,"SETTLE",0.31048426
"UFRL-02-0009","FAGUGRA","Fagus grandifolia",2,544.6,7.94175386,165.5,"SETTLE",0.02136434
"UFRL-02-0009","FAGUGRA","Fagus grandifolia",2,546.4,6.42680311,238.5,"SETTLE",1.66489065
"UFRL-02-0031","FAGUGRA","Fagus grandifolia",2,612.6,25,14.14,"LT-SEL",1.55678284
"UFRL-02-0036","FAGUGRA","Fagus grandifolia",4,533,7.59922695,281.6,"CORPLOG",0.04021897
"UFRL-02-0038","FAGUGRA","Fagus grandifolia",3,564.9,5.35143995,63.25,"SETTLE",0.12554877
"UFRL-02-0038","FAGUGRA","Fagus grandifolia",3,564.9,5.35143995,63.25,"SETTLE",0.12554877
"UFRL-02-0040","FAGUGRA","Fagus grandifolia",6,1206,8.59319401,92.2,"VIRGIN",1.52297461
"UFRL-02-0040","FAGUGRA","Fagus grandifolia",6,1222,8.68496513,120.4,"VIRGIN",1.7488476
"UFRL-02-0040","FAGUGRA","Fagus grandifolia",6,1206,8.59319401,92.2,"VIRGIN",1.52297461
"UFRL-02-0040","FAGUGRA","Fagus grandifolia",6,1222,8.68496513,120.4,"VIRGIN",1.7488476
"UFRL-02-0041","FAGUGRA","Fagus grandifolia",6,1198,5.05267286,320,"VIRGIN",0.51815426
"UFRL-02-0041","FAGUGRA","Fagus grandifolia",6,1227,5.43648815,131.5,"VIRGIN",0.22897214
"UFRL-02-0041","FAGUGRA","Fagus grandifolia",6,1198,5.05267286,320,"VIRGIN",0.51815426
"UFRL-02-0041","FAGUGRA","Fagus grandifolia",6,1227,5.43648815,131.5,"VIRGIN",0.22897214
"UFRL-02-0042","FAGUGRA","Fagus grandifolia",10,1320,6.28242493,340.1,"LT-SEL",1.9509455
"UFRL-02-0043","FAGUGRA","Fagus grandifolia",9,1410,6.15304184,297,"LT-SEL",1.79985917
"UFRL-02-0046","FAGUGRA","Fagus grandifolia",8,835,12.85,20,"LT-SEL",1.24775505
"UFRL-02-0046","FAGUGRA","Fagus grandifolia",8,849.2,5.58167601,50,"LT-SEL",0.86523265
"UFRL-02-0047","FAGUGRA","Fagus grandifolia",7,1206,5.73453093,270,"VIRGIN",1.9943167
"UFRL-02-0048","FAGUGRA","Fagus grandifolia",1,1160,5.17023802,406.1,"VIRGIN",0.41092247
"UFRL-02-0048","FAGUGRA","Fagus grandifolia",1,1164,5.09605789,384.7,"VIRGIN",0.46731254
"UFRL-02-0051","FAGUGRA","Fagus grandifolia",5,1051,13.25,36.06,"VIRGIN",0.68460089
"UFRL-02-0052","FAGUGRA","Fagus grandifolia",2,1023,8.08509541,322,"VIRGIN",1.59904301
"UFRL-02-0054","FAGUGRA","Fagus grandifolia",4,1342,4.98367977,368.8,"LT-SEL",1.98102522
"UFRL-02-0055","FAGUGRA","Fagus grandifolia",3,1192,5.13333893,148.7,"LT-SEL",1.13526225
"UFRL-02-0056","FAGUGRA","Fagus grandifolia",1,1020,7.13305187,668.5,"LT-SEL",0.76673138
"UFRL-02-0107","FAGUGRA","Fagus grandifolia",3,856.9,5.56587315,274.6,"VIRGIN",0.30356991
"UFRL-02-0116","FAGUGRA","Fagus grandifolia",6,923.3,8.2226429,36.06,"LT-SEL",1.63545263
"UFRL-02-0117","FAGUGRA","Fagus grandifolia",5,989.1,5.10037804,41.23,"VIRGIN",1.54630566
"UFRL-02-0117","FAGUGRA","Fagus grandifolia",5,977.2,5.02160406,50,"VIRGIN",1.81999981
"UFRL-02-0117","FAGUGRA","Fagus grandifolia",2,989.1,5.10037804,41.23,"VIRGIN",1.54630566
"UFRL-02-0117","FAGUGRA","Fagus grandifolia",2,977.2,5.02160406,50,"VIRGIN",1.81999981
"UFRL-02-0126","FAGUGRA","Fagus grandifolia",1,1157,5.75363302,444.1,"LT-SEL",1.46871626
"UFRL-02-0130","FAGUGRA","Fagus grandifolia",7,1275,4.13609505,651.9,"LT-SEL",1.96844995
"UFRL-02-0130","FAGUGRA","Fagus grandifolia",7,1319,5.71829319,739.3,"LT-SEL",1.83221781
"UFRL-02-0130","FAGUGRA","Fagus grandifolia",6,1275,4.13609505,651.9,"LT-SEL",1.96844995
"UFRL-02-0130","FAGUGRA","Fagus grandifolia",6,1319,5.71829319,739.3,"LT-SEL",1.83221781
"UFRL-02-0132","FAGUGRA","Fagus grandifolia",7,1393,6.08504391,76.16,"CORPLOG",0.29393318
"UFRL-02-0132","FAGUGRA","Fagus grandifolia",7,1400,5.42330694,200,"LT-SEL",1.80763781
"UFRL-02-0132","FAGUGRA","Fagus grandifolia",7,1393,6.08504391,76.16,"CORPLOG",0.29393318
"UFRL-02-0132","FAGUGRA","Fagus grandifolia",7,1400,5.42330694,200,"LT-SEL",1.80763781
"UFRL-02-0133","FAGUGRA","Fagus grandifolia",8,1286,4.80725813,10,"LT-SEL",1.67781508
"UFRL-02-0134","FAGUGRA","Fagus grandifolia",6,1396,8.39704895,78.1,"LT-SEL",1.32250762
"UFRL-02-0134","FAGUGRA","Fagus grandifolia",6,1399,5.85065889,60,"LT-SEL",1.92175293
"UFRL-02-0134","FAGUGRA","Fagus grandifolia",7,1396,8.39704895,78.1,"LT-SEL",1.32250762
"UFRL-02-0134","FAGUGRA","Fagus grandifolia",7,1399,5.85065889,60,"LT-SEL",1.92175293
"UFRL-02-0135","FAGUGRA","Fagus grandifolia",6,1284,5.14679289,89.44,"LT-SEL",1.53657448
"UFRL-02-0135","FAGUGRA","Fagus grandifolia",6,1269,5.35771704,84.85,"LT-SEL",1.59913528
"UFRL-02-0135","FAGUGRA","Fagus grandifolia",6,1284,5.14679289,89.44,"LT-SEL",1.53657448
"UFRL-02-0135","FAGUGRA","Fagus grandifolia",6,1269,5.35771704,84.85,"LT-SEL",1.59913528
"UFRL-02-0138","FAGUGRA","Fagus grandifolia",5,1159,5.15753603,10,"LT-SEL",1.95637286
"UFRL-02-0138","FAGUGRA","Fagus grandifolia",5,1146,7.36486483,0,"LT-SEL",1.88762975
"UFRL-02-0138","FAGUGRA","Fagus grandifolia",6,1159,5.15753603,10,"LT-SEL",1.95637286
"UFRL-02-0138","FAGUGRA","Fagus grandifolia",6,1146,7.36486483,0,"LT-SEL",1.88762975
"UFRL-02-0139","FAGUGRA","Fagus grandifolia",1,1465,6.14551592,418.7,"LT-SEL",0.95668566
"UFRL-02-0139","FAGUGRA","Fagus grandifolia",1,1467,6.18375301,408,"LT-SEL",0.93588543
"UFRL-02-0140","FAGUGRA","Fagus grandifolia",8,1460,5.9261899,192.4,"LT-SEL",1.6067884
"UFRL-02-0141","FAGUGRA","Fagus grandifolia",8,1476,5.97225285,241.7,"LT-SEL",1.46226454
"UFRL-02-0142","FAGUGRA","Fagus grandifolia",3,1333,5.41245985,376.4,"LT-SEL",1.9929235
"UFRL-02-0143","FAGUGRA","Fagus grandifolia",3,1285,4.06960106,359,"CORPLOG",0.24998972
"UFRL-02-0143","FAGUGRA","Fagus grandifolia",3,1284,4.66165876,349.3,"CORPLOG",0.67611611
"UFRL-02-0143","FAGUGRA","Fagus grandifolia",2,1285,4.06960106,359,"CORPLOG",0.24998972
"UFRL-02-0143","FAGUGRA","Fagus grandifolia",2,1284,4.66165876,349.3,"CORPLOG",0.67611611
"UFRL-02-0145","FAGUGRA","Fagus grandifolia",2,1355,4.00562286,222,"CORPLOG",1.83770108
"UFRL-02-0145","FAGUGRA","Fagus grandifolia",2,1356,4.02307796,235.4,"CORPLOG",1.99849737
"UFRL-02-0145","FAGUGRA","Fagus grandifolia",4,1355,4.00562286,222,"CORPLOG",1.83770108
"UFRL-02-0145","FAGUGRA","Fagus grandifolia",4,1356,4.02307796,235.4,"CORPLOG",1.99849737
"UFRL-02-0146","FAGUGRA","Fagus grandifolia",4,1452,4.950315,537.6,"LT-SEL",1.95199656
"UFRL-02-0146","FAGUGRA","Fagus grandifolia",4,1452,4.950315,537.6,"LT-SEL",1.95199656
"UFRL-02-0146","FAGUGRA","Fagus grandifolia",2,1452,4.950315,537.6,"LT-SEL",1.95199656
"UFRL-02-0146","FAGUGRA","Fagus grandifolia",2,1452,4.950315,537.6,"LT-SEL",1.95199656
"UFRL-02-0147","FAGUGRA","Fagus grandifolia",7,1437,6.04887581,639.8,"LT-SEL",1.99647951
"UFRL-02-0148","FAGUGRA","Fagus grandifolia",1,1354,4.79413795,800.1,"VIRGIN",1.7581048
"UFRL-02-0149","FAGUGRA","Fagus grandifolia",4,1484,4.34440899,431.4,"LT-SEL",1.06843638
"UFRL-02-0150","FAGUGRA","Fagus grandifolia",3,1355,5.36137199,575.6,"VIRGIN",1.95467317
"UFRL-02-0151","FAGUGRA","Fagus grandifolia",6,1350,5.47129107,701.1,"VIRGIN",1.92324829
"UFRL-02-0151","FAGUGRA","Fagus grandifolia",6,1381,4.87391186,541.5,"VIRGIN",1.91242087
"UFRL-02-0151","FAGUGRA","Fagus grandifolia",4,1350,5.47129107,701.1,"VIRGIN",1.92324829
"UFRL-02-0151","FAGUGRA","Fagus grandifolia",4,1381,4.87391186,541.5,"VIRGIN",1.91242087
"UFRL-02-0152","FAGUGRA","Fagus grandifolia",1,795.7,4.36413383,161.2,"VIRGIN",1.10318363
"UFRL-02-0152","FAGUGRA","Fagus grandifolia",1,838.2,4.83716297,292.1,"VIRGIN",0.23263745
"UFRL-02-0152","FAGUGRA","Fagus grandifolia",1,795.7,4.36413383,161.2,"VIRGIN",1.10318363
"UFRL-02-0152","FAGUGRA","Fagus grandifolia",1,838.2,4.83716297,292.1,"VIRGIN",0.23263745
"UFRL-02-0157","FAGUGRA","Fagus grandifolia",2,1083,3.96842194,350,"VIRGIN",0.02346547
"UFRL-02-0164","FAGUGRA","Fagus grandifolia",1,1270,4.32390404,378.5,"LT-SEL",1.34111524
"UFRL-02-0164","FAGUGRA","Fagus grandifolia",1,1272,4.72379398,400.2,"LT-SEL",0.67986631
"UFRL-02-0164","FAGUGRA","Fagus grandifolia",2,1270,4.32390404,378.5,"LT-SEL",1.34111524
"UFRL-02-0164","FAGUGRA","Fagus grandifolia",2,1272,4.72379398,400.2,"LT-SEL",0.67986631
"UFRL-02-0165","FAGUGRA","Fagus grandifolia",4,1145,5.5572629,70.71,"VIRGIN",1.75546396
"UFRL-02-0165","FAGUGRA","Fagus grandifolia",4,1146,5.95054483,60,"VIRGIN",1.59169459
"UFRL-03-0001","FAGUGRA","Fagus grandifolia",4,1039,9.18652821,298.3,"CORPLOG",1.81349933
"UFRL-03-0001","FAGUGRA","Fagus grandifolia",4,1235,3.47877789,538.5,"CORPLOG",0.5094682
"UFRL-03-0001","FAGUGRA","Fagus grandifolia",4,1039,9.18652821,298.3,"CORPLOG",1.81349933
"UFRL-03-0001","FAGUGRA","Fagus grandifolia",4,1235,3.47877789,538.5,"CORPLOG",0.5094682
"UFRL-03-0002","FAGUGRA","Fagus grandifolia",4,869.1,6.01650381,400.5,"CORPLOG",1.33280563
"UFRL-03-0003","FAGUGRA","Fagus grandifolia",2,747.2,3.0670929,134.5,"CORPLOG",1.30697095
"UFRL-03-0005","FAGUGRA","Fagus grandifolia",2,727.5,13.56,41.23,"CORPLOG",0.86472756
"UFRL-03-0006","FAGUGRA","Fagus grandifolia",9,1341,6.82645702,230.9,"CORPLOG",0.61220247
"UFRL-03-0007","FAGUGRA","Fagus grandifolia",10,1335,3.81137395,158.1,"CORPLOG",1.80038536
"UFRL-03-0008","FAGUGRA","Fagus grandifolia",5,1403,3.42729807,254.6,"CORPLOG",1.728374
"UFRL-03-0010","FAGUGRA","Fagus grandifolia",8,1016,10.74,14.14,"CORPLOG",1.62306941
"UFRL-03-0011","FAGUGRA","Fagus grandifolia",8,1520,3.62438703,301.5,"CORPLOG",1.98223197
"UFRL-03-0012","FAGUGRA","Fagus grandifolia",7,1508,3.59711194,219.3,"CORPLOG",1.90634775
"UFRL-03-0013","FAGUGRA","Fagus grandifolia",5,1509,4.5936408,254.6,"CORPLOG",0.0418757
"UFRL-03-0013","FAGUGRA","Fagus grandifolia",5,1500,4.94753885,260.2,"CORPLOG",0.02435775
"UFRL-03-0013","FAGUGRA","Fagus grandifolia",6,1509,4.5936408,254.6,"CORPLOG",0.0418757
"UFRL-03-0013","FAGUGRA","Fagus grandifolia",6,1500,4.94753885,260.2,"CORPLOG",0.02435775
"UFRL-03-0015","FAGUGRA","Fagus grandifolia",6,1339,5.49803591,64.03,"CORPLOG",0.12537469
"UFRL-03-0015","FAGUGRA","Fagus grandifolia",6,1379,4.77965307,141.4,"CORPLOG",0.1724167
"UFRL-03-0015","FAGUGRA","Fagus grandifolia",8,1339,5.49803591,64.03,"CORPLOG",0.12537469
"UFRL-03-0015","FAGUGRA","Fagus grandifolia",8,1379,4.77965307,141.4,"CORPLOG",0.1724167
